CustomerID,State,City,Zip Code,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Tenure_Group,Revenue_Segment
8515-OCTJS,California,Lemoore,93245,Female,No,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,692.1,Yes,1,94,4931,Competitor made better offer,2+ Years,Low
2860-RANUS,California,Mc Kittrick,93251,Female,Yes,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.8,1727.5,Yes,1,75,3336,Price too high,1-2 Years,High
5261-QSHQM,California,Maricopa,93252,Female,No,No,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.45,86.6,Yes,1,70,4909,Product dissatisfaction,0-6 Months,Low
8868-WOZGU,California,Porterville,93257,Male,No,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.7,2979.5,Yes,1,72,2464,Service dissatisfaction,2+ Years,High
1334-FJSVR,California,Sequoia National Park,93262,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.25,24.25,Yes,1,85,2846,Lack of self-service on Website,0-6 Months,Low
7625-XCQRH,California,Strathmore,93267,Female,No,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,837.95,Yes,1,76,2291,Network reliability,6-12 Months,Medium
1731-TVIUK,California,Tipton,93272,Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.5,362.2,Yes,1,73,4554,Limited range of services,0-6 Months,High
0406-BPDVR,California,Visalia,93277,Female,Yes,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),101.5,5373.1,Yes,1,68,6405,Lack of affordable download/upload speed,2+ Years,High
0618-XWMSS,California,Wasco,93280,Male,No,No,No,28,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,2068.55,Yes,1,98,5392,Long distance charges,2+ Years,Medium
5276-KQWHG,California,Woody,93287,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,131.65,Yes,1,74,4596,Extra data charges,0-6 Months,Medium
2565-JSLRY,California,Bakersfield,93306,Male,No,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.05,24.05,Yes,1,67,3162,Price too high,0-6 Months,Low
6689-KXGBO,California,San Luis Obispo,93401,Female,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.55,50.55,Yes,1,87,3420,Product dissatisfaction,0-6 Months,Medium
6615-NGGZJ,California,Buellton,93427,Male,No,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.55,1415.55,Yes,1,72,5224,Service dissatisfaction,1-2 Years,High
4255-DDUOU,California,Casmalia,93429,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.5,20.5,Yes,1,76,2398,Lack of self-service on Website,0-6 Months,Low
2984-MIIZL,California,Guadalupe,93434,Male,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.8,321.9,Yes,1,71,5882,Network reliability,0-6 Months,Medium
5590-YRFJT,California,Lompoc,93437,Female,No,Yes,No,20,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.45,482.8,Yes,1,94,3298,Don't know,1-2 Years,Low
3677-TNKIO,California,Templeton,93465,Female,No,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.0,914,Yes,1,95,3228,Don't know,1-2 Years,Medium
9667-EQRXU,California,Boron,93516,Female,Yes,No,No,30,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,40.3,1172.95,Yes,1,94,3016,Don't know,2+ Years,Low
3329-WDIOK,California,Edwards,93523,Female,No,No,No,3,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.6,155.35,Yes,1,83,4800,Poor expertise of online support,0-6 Months,Medium
2873-ZLIWT,California,Inyokern,93527,Female,No,Yes,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,84.85,3303.05,Yes,1,99,5764,Poor expertise of phone support,2+ Years,High
3415-TAILE,California,Johannesburg,93528,Female,No,Yes,Yes,2,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,65.7,134.35,Yes,1,96,4265,Competitor had better devices,0-6 Months,Medium
1915-IOFGU,California,Keene,93531,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.5,70.5,Yes,1,90,4123,Competitor offered higher download speeds,0-6 Months,Medium
3045-XETSH,California,Lake Hughes,93532,Female,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.85,953.45,Yes,1,97,3074,Competitor offered more data,6-12 Months,High
7239-HZZCX,California,Lancaster,93535,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,Yes,1,100,4851,Competitor made better offer,0-6 Months,Low
7683-CBDKJ,California,Palmdale,93550,Male,No,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.45,937.6,Yes,1,90,2881,Competitor had better devices,1-2 Years,Medium
0946-CLJTI,California,Palmdale,93551,Male,Yes,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,5812.6,Yes,1,91,4662,Competitor had better devices,2+ Years,High
0628-CNQRM,California,Ridgecrest,93555,Male,No,Yes,No,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.5,1544.05,Yes,1,76,3378,Don't know,1-2 Years,Medium
7665-TOALD,California,Trona,93562,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,1,79,2412,Competitor offered higher download speeds,0-6 Months,Medium
0112-QWPNC,California,Valyermo,93563,Male,No,Yes,No,49,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,84.35,4059.35,Yes,1,73,6452,Competitor offered higher download speeds,2+ Years,High
0324-BRPCJ,California,Palmdale,93591,Female,Yes,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,6851.65,Yes,1,70,4481,Competitor offered more data,2+ Years,High
2777-PHDEI,California,Ahwahnee,93601,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.05,78.05,Yes,1,98,3458,Competitor offered more data,0-6 Months,Medium
1196-AMORA,California,Big Creek,93605,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,73.6,520,Yes,1,87,2679,Competitor offered more data,6-12 Months,Medium
4282-YMKNA,California,Biola,93606,Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,706.6,Yes,1,82,5003,Competitor made better offer,6-12 Months,Medium
5356-RHIPP,California,Dinuba,93618,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.2,20.2,Yes,1,81,5355,Competitor made better offer,0-6 Months,Low
9189-JWSHV,California,Helm,93627,Female,Yes,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.55,2264.05,Yes,1,100,4937,Price too high,1-2 Years,High
0746-JTRFU,California,Kingsburg,93631,Male,No,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.05,56.35,Yes,1,77,4810,Product dissatisfaction,0-6 Months,Low
0576-WNXXC,California,Parlier,93648,Male,Yes,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.55,2510.2,Yes,1,75,2999,Service dissatisfaction,2+ Years,High
4628-CTTLA,California,Sanger,93657,Male,No,No,No,57,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,2111.45,Yes,1,66,4917,Lack of self-service on Website,2+ Years,Low
2876-VBBBL,California,Shaver Lake,93664,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,Yes,1,85,2783,Network reliability,0-6 Months,Low
6834-NXDCA,California,South Dos Palos,93665,Female,No,No,No,13,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.9,300.8,Yes,1,82,2967,Limited range of services,1-2 Years,Low
5597-GLBUC,California,Squaw Valley,93675,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.45,85.45,Yes,1,95,4931,Lack of affordable download/upload speed,0-6 Months,High
2748-MYRVK,California,Fresno,93702,Female,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.9,6137,Yes,1,71,4776,Long distance charges,2+ Years,High
4822-YCXMX,California,Fresno,93705,Male,No,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.8,2043.45,Yes,1,70,4203,Extra data charges,2+ Years,High
9821-POOTN,California,Fresno,93711,Male,No,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2,2576.2,Yes,1,94,4639,Price too high,2+ Years,Medium
6559-ILWKJ,California,Fresno,93722,Male,No,Yes,No,71,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,49.35,3515.25,Yes,1,95,4879,Product dissatisfaction,2+ Years,Low
4229-CZMLL,California,Salinas,93901,Male,No,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,Yes,1,87,4160,Service dissatisfaction,0-6 Months,Medium
3663-MITLP,California,Marina,93933,Female,No,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,1457.25,Yes,1,85,3968,Lack of self-service on Website,1-2 Years,High
9025-ZRPVR,California,Pacific Grove,93950,Male,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,185.6,Yes,1,78,5403,Network reliability,6-12 Months,Low
3285-UCQVC,California,Seaside,93955,Female,No,No,No,37,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),28.6,973.55,Yes,1,82,4429,Don't know,2+ Years,Low
5482-PLVPE,California,Daly City,94014,Female,Yes,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.35,41.85,Yes,1,72,3278,Competitor had better devices,0-6 Months,Low
4902-OHLSK,California,Half Moon Bay,94019,Female,Yes,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,98.65,2862.75,Yes,1,93,4235,Competitor offered higher download speeds,2+ Years,High
0495-ZBNGW,California,Loma Mar,94021,Male,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,Yes,1,90,4324,Competitor offered more data,0-6 Months,Medium
2357-COQEK,California,Atherton,94027,Female,Yes,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.3,2890.65,Yes,1,78,4136,Competitor made better offer,2+ Years,High
3737-GCSPV,California,Millbrae,94030,Female,No,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.2,1222.05,Yes,1,92,3101,Competitor had better devices,6-12 Months,High
4088-YLDSU,California,Redwood City,94062,Male,No,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.15,5743.05,Yes,1,86,4369,Competitor had better devices,2+ Years,High
2034-CGRHZ,California,San Francisco,94104,Male,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.95,2496.7,Yes,1,66,5245,Competitor offered higher download speeds,1-2 Years,High
5797-APWZC,California,San Francisco,94105,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,90.6,Yes,1,92,2540,Competitor offered higher download speeds,0-6 Months,High
3683-QKIUE,California,San Francisco,94107,Female,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.8,288.05,Yes,1,88,4713,Competitor offered higher download speeds,0-6 Months,Medium
4228-ZGYUW,California,San Francisco,94108,Male,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,368.1,Yes,1,98,3212,Competitor offered more data,0-6 Months,High
3519-ZKXGG,California,San Francisco,94123,Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,Yes,1,79,4062,Competitor offered more data,0-6 Months,Medium
6416-TVAIH,California,San Francisco,94127,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.5,68.5,Yes,1,89,5753,Competitor offered more data,0-6 Months,Medium
5108-ADXWO,California,San Francisco,94130,Male,No,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,791.75,Yes,1,75,4509,Competitor made better offer,6-12 Months,Medium
3066-RRJIO,California,San Francisco,94132,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.95,69.95,Yes,1,65,5341,Competitor made better offer,0-6 Months,Medium
6715-OFDBP,California,Palo Alto,94304,Male,No,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.05,346.4,Yes,1,84,4944,Price too high,0-6 Months,Medium
1567-DSCIC,California,San Mateo,94401,Male,No,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.0,773.65,Yes,1,71,2632,Product dissatisfaction,6-12 Months,High
2150-UWTFY,California,San Mateo,94402,Female,No,Yes,Yes,22,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.15,1422.05,Yes,1,87,4626,Service dissatisfaction,1-2 Years,Medium
2683-BPJSO,California,Byron,94514,Male,No,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.45,2467.1,Yes,1,99,2651,Lack of self-service on Website,2+ Years,High
2157-MXBJS,California,Calistoga,94515,Male,No,Yes,No,13,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,75.3,989.45,Yes,1,89,4800,Network reliability,1-2 Years,Medium
9360-AHGNL,California,Concord,94519,Female,Yes,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,109.55,4830.25,Yes,1,69,5863,Limited range of services,2+ Years,High
1087-UDSIH,California,Concord,94520,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,59.75,Yes,1,81,5000,Lack of affordable download/upload speed,0-6 Months,Low
5485-WUYWF,California,Crockett,94525,Male,Yes,No,No,2,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,94.55,Yes,1,87,4522,Long distance charges,0-6 Months,Medium
2632-UCGVD,California,Fairfield,94533,Male,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,Yes,1,72,4512,Extra data charges,2+ Years,High
5445-PZWGX,California,Travis Afb,94535,Male,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,102.0,6529.25,Yes,1,87,5090,Price too high,2+ Years,High
9170-CCKOU,California,Fremont,94539,Male,No,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),90.2,1454.15,Yes,1,91,2026,Product dissatisfaction,1-2 Years,High
1043-YCUTE,California,Hayward,94544,Male,No,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.15,1327.15,Yes,1,79,6484,Service dissatisfaction,2+ Years,Low
3814-MLAXC,California,Hayward,94545,Female,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.85,2404.15,Yes,1,67,2554,Lack of self-service on Website,2+ Years,Medium
1226-UDFZR,California,Lafayette,94549,Female,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.6,114.7,Yes,1,78,3599,Network reliability,0-6 Months,Low
6425-YQLLO,California,Pinole,94564,Female,Yes,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95,6975.25,Yes,1,86,6117,Don't know,2+ Years,High
5442-UTCVD,California,Pittsburg,94565,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,91.85,257.05,Yes,1,91,2704,Attitude of service provider,0-6 Months,High
7734-DBOAI,California,Pope Valley,94567,Female,No,Yes,Yes,1,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,40.1,40.1,Yes,1,93,5434,Attitude of support person,0-6 Months,Low
2091-RFFBA,California,Port Costa,94569,Female,Yes,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.9,2217.15,Yes,1,75,2560,Attitude of support person,2+ Years,Medium
2114-MGINA,California,Rio Vista,94571,Female,No,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.8,1129.1,Yes,1,81,4107,Attitude of support person,1-2 Years,High
4489-SNOJF,California,Deer Park,94576,Female,No,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,72.25,2568.55,Yes,1,83,5898,Don't know,2+ Years,Medium
6899-PPEEA,California,Vallejo,94590,Female,Yes,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.55,3580.3,Yes,1,81,4448,Attitude of service provider,2+ Years,High
2187-LZGPL,California,Walnut Creek,94596,Female,No,No,No,7,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.1,293.3,Yes,1,68,4414,Attitude of service provider,6-12 Months,Low
4597-NUCQV,California,Oakland,94601,Male,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2440.15,Yes,1,87,4287,Attitude of support person,1-2 Years,High
9019-QVLZD,California,Oakland,94602,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.55,79.55,Yes,1,81,5082,Competitor made better offer,0-6 Months,Medium
3707-LRWZD,California,Oakland,94611,Female,No,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,84.05,2781.85,Yes,1,68,3553,Moved,2+ Years,High
1455-ESIQH,California,Oakland,94619,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.1,89.1,Yes,1,79,2905,Moved,0-6 Months,High
2979-SXESE,California,Berkeley,94703,Female,No,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.4,1607.2,Yes,1,66,4103,Moved,1-2 Years,High
4013-TLDHQ,California,Berkeley,94704,Male,No,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.25,1490.95,Yes,1,72,3666,Competitor had better devices,1-2 Years,Medium
3754-DXMRT,California,San Pablo,94806,Male,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.15,92.65,Yes,1,86,5655,Competitor offered higher download speeds,0-6 Months,Low
7130-VTEWQ,California,San Rafael,94903,Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.75,606.25,Yes,1,92,4174,Competitor offered more data,6-12 Months,Medium
6121-VZNQB,California,Bolinas,94924,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,19.1,Yes,1,84,5890,Competitor made better offer,0-6 Months,Low
7903-CMPEY,California,Corte Madera,94925,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.3,80.3,Yes,1,87,4138,Competitor had better devices,0-6 Months,Medium
6996-KNSML,California,Cotati,94931,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes,1,73,5919,Competitor had better devices,0-6 Months,Medium
1704-NRWYE,California,Point Reyes Station,94956,Female,Yes,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,751.65,Yes,1,71,5242,Competitor offered higher download speeds,6-12 Months,Medium
2592-SEIFQ,California,San Anselmo,94960,Male,No,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,66.95,Yes,1,69,3503,Competitor offered higher download speeds,0-6 Months,Low
7481-ATQQS,California,Boulder Creek,95006,Female,Yes,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,4515.85,Yes,1,70,5651,Competitor offered higher download speeds,2+ Years,High
8642-GVWRF,California,Capitola,95010,Female,No,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.7,165,Yes,1,65,3039,Competitor offered more data,0-6 Months,Medium
3400-ESFUW,California,Cupertino,95014,Male,No,Yes,No,55,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),57.55,3046.4,Yes,1,69,5463,Competitor offered more data,2+ Years,Medium
2057-ZBLPD,California,Los Gatos,95032,Female,No,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.5,1808.7,Yes,1,72,2036,Competitor offered more data,1-2 Years,High
5502-RLUYV,California,Milpitas,95035,Female,No,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,7446.9,Yes,1,86,4283,Competitor made better offer,2+ Years,High
0023-HGHWL,California,Morgan Hill,95037,Male,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.1,25.1,Yes,1,85,5437,Competitor made better offer,0-6 Months,Low
9039-RBEEE,California,Santa Clara,95050,Male,No,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.95,1880.85,Yes,1,80,3080,Price too high,2+ Years,Low
8417-FMLZI,California,Santa Cruz,95060,Male,No,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.55,477.55,Yes,1,91,4242,Product dissatisfaction,0-6 Months,Medium
1792-UXAFY,California,San Jose,95110,Female,Yes,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.15,1496.9,Yes,1,89,5082,Service dissatisfaction,1-2 Years,High
0515-YPMCW,California,San Jose,95116,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes,1,90,3525,Lack of self-service on Website,0-6 Months,Medium
0378-XSZPU,California,San Jose,95117,Male,No,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),60.3,3563.8,Yes,1,88,4026,Network reliability,2+ Years,Medium
4729-XKASR,California,San Jose,95123,Male,No,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.75,24.75,Yes,1,96,3001,Limited range of services,0-6 Months,Low
5449-FIBXJ,California,San Jose,95127,Male,No,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.3,2012.7,Yes,1,67,2349,Lack of affordable download/upload speed,1-2 Years,High
9837-BMCLM,California,Stockton,95202,Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.5,242.05,Yes,1,71,3567,Long distance charges,0-6 Months,Medium
0137-UDEUO,California,Stockton,95204,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,63.75,Yes,1,95,3398,Extra data charges,0-6 Months,Low
6161-UUUTA,California,Stockton,95206,Male,Yes,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.9,260.9,Yes,1,97,4367,Price too high,0-6 Months,Medium
6543-XRMYR,California,Stockton,95209,Female,Yes,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,2967.35,Yes,1,69,3548,Product dissatisfaction,2+ Years,High
4925-LMHOK,California,Stockton,95212,Male,No,No,No,15,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.6,939.7,Yes,1,97,2003,Service dissatisfaction,1-2 Years,Medium
1455-UGQVH,California,Acampo,95220,Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1037.75,Yes,1,91,4501,Lack of self-service on Website,6-12 Months,High
8280-MQRQN,California,Arnold,95223,Female,No,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.45,50.45,Yes,1,69,2806,Network reliability,0-6 Months,Medium
